file,R2,r,trait,cs,mode,cv,sp,type
asi_real_d2_cv5_sp3.ghatREL1,0.00487018786952968,0.0697867313285963,asi,real,d2,cv5,sp3.ghatREL1,real
asi_real_d2_cv5_sp4.ghatREL1,0.00965954333494629,0.0982829758144629,asi,real,d2,cv5,sp4.ghatREL1,real
asi_real_d2_cv5_sp5.ghatREL1,0.029597359890401,0.172038832507085,asi,real,d2,cv5,sp5.ghatREL1,real
asi_real_d2_cv5_sp6.ghatREL1,0.08542686795173,0.29227875042796,asi,real,d2,cv5,sp6.ghatREL1,real
asi_real_d2_cv5_sp7.ghatREL1,0.00370731133743764,0.0608876944664326,asi,real,d2,cv5,sp7.ghatREL1,real
asi_real_d2_cv5_sp8.ghatREL1,0.00823453243413818,0.0907443245285246,asi,real,d2,cv5,sp8.ghatREL1,real
asi_real_d2_cv5_sp9.ghatREL1,0.121539018040215,0.348624465636327,asi,real,d2,cv5,sp9.ghatREL1,real
dtp_real_a2_cv1_sp10.ghatREL1,0.268475926922851,0.518146626856579,dtp,real,a2,cv1,sp10.ghatREL1,real
dtp_real_a2_cv1_sp1.ghatREL1,0.221932049141778,0.471096645224499,dtp,real,a2,cv1,sp1.ghatREL1,real
dtp_real_a2_cv1_sp2.ghatREL1,0.0916543183279758,0.302744642112748,dtp,real,a2,cv1,sp2.ghatREL1,real
dtp_real_a2_cv1_sp3.ghatREL1,0.0955353748028243,0.309087972594898,dtp,real,a2,cv1,sp3.ghatREL1,real
dtp_real_a2_cv1_sp4.ghatREL1,0.212607134984279,-0.461093412427763,dtp,real,a2,cv1,sp4.ghatREL1,real
dtp_real_a2_cv1_sp5.ghatREL1,0.0757119012341602,0.275157956879608,dtp,real,a2,cv1,sp5.ghatREL1,real
dtp_real_a2_cv1_sp6.ghatREL1,0.216203739159621,0.464977138319317,dtp,real,a2,cv1,sp6.ghatREL1,real
dtp_real_a2_cv1_sp7.ghatREL1,0.113222841757441,0.336486020151568,dtp,real,a2,cv1,sp7.ghatREL1,real
dtp_real_a2_cv1_sp8.ghatREL1,0.0138110998347097,-0.117520635782443,dtp,real,a2,cv1,sp8.ghatREL1,real
dtp_real_a2_cv1_sp9.ghatREL1,0.0932226660840463,0.305323870806143,dtp,real,a2,cv1,sp9.ghatREL1,real
dtp_real_a2_cv2_sp10.ghatREL1,0.0823364974798446,-0.286943369813356,dtp,real,a2,cv2,sp10.ghatREL1,real
dtp_real_a2_cv2_sp1.ghatREL1,0.00770010811819791,0.0877502599323667,dtp,real,a2,cv2,sp1.ghatREL1,real
dtp_real_a2_cv2_sp2.ghatREL1,0.0836739823767453,0.289264554304092,dtp,real,a2,cv2,sp2.ghatREL1,real
dtp_real_a2_cv2_sp3.ghatREL1,0.19511032434564,0.441712943375717,dtp,real,a2,cv2,sp3.ghatREL1,real
dtp_real_a2_cv2_sp4.ghatREL1,0.226787008615695,0.476221596124845,dtp,real,a2,cv2,sp4.ghatREL1,real
dtp_real_a2_cv2_sp5.ghatREL1,0.127775723230817,0.357457302668189,dtp,real,a2,cv2,sp5.ghatREL1,real
dtp_real_a2_cv2_sp6.ghatREL1,0.0191323880414296,0.138319875800369,dtp,real,a2,cv2,sp6.ghatREL1,real
dtp_real_a2_cv2_sp7.ghatREL1,1.43601097444883e-05,-0.00378947354450302,dtp,real,a2,cv2,sp7.ghatREL1,real
dtp_real_a2_cv2_sp8.ghatREL1,0.167400371984265,0.40914590549615,dtp,real,a2,cv2,sp8.ghatREL1,real
dtp_real_a2_cv2_sp9.ghatREL1,0.0441946214630137,0.210225168481354,dtp,real,a2,cv2,sp9.ghatREL1,real
dtp_real_a2_cv3_sp10.ghatREL1,0.111623693317391,0.334101321933019,dtp,real,a2,cv3,sp10.ghatREL1,real
dtp_real_a2_cv3_sp1.ghatREL1,0.270652557170809,0.520242786755193,dtp,real,a2,cv3,sp1.ghatREL1,real
dtp_real_a2_cv3_sp2.ghatREL1,0.0665087148055048,0.257892835894107,dtp,real,a2,cv3,sp2.ghatREL1,real
dtp_real_a2_cv3_sp3.ghatREL1,0.206219117884162,0.454113551751279,dtp,real,a2,cv3,sp3.ghatREL1,real
dtp_real_a2_cv3_sp4.ghatREL1,0.132271259199669,0.363691159089232,dtp,real,a2,cv3,sp4.ghatREL1,real
dtp_real_a2_cv3_sp5.ghatREL1,0.000131342950095482,0.0114604951941651,dtp,real,a2,cv3,sp5.ghatREL1,real
dtp_real_a2_cv3_sp6.ghatREL1,0.00826470819355257,-0.0909104405090668,dtp,real,a2,cv3,sp6.ghatREL1,real
dtp_real_a2_cv3_sp7.ghatREL1,0.00153511220275634,0.0391805079440828,dtp,real,a2,cv3,sp7.ghatREL1,real
dtp_real_a2_cv3_sp8.ghatREL1,7.34225510711787e-05,-0.00856869599595987,dtp,real,a2,cv3,sp8.ghatREL1,real
dtp_real_a2_cv3_sp9.ghatREL1,0.0173245574996016,-0.131622784880132,dtp,real,a2,cv3,sp9.ghatREL1,real
dtp_real_a2_cv4_sp10.ghatREL1,0.144781638991917,0.380501825214961,dtp,real,a2,cv4,sp10.ghatREL1,real
dtp_real_a2_cv4_sp1.ghatREL1,0.0228818189094246,0.151267375562031,dtp,real,a2,cv4,sp1.ghatREL1,real
dtp_real_a2_cv4_sp2.ghatREL1,0.00128409197856592,0.0358342291470867,dtp,real,a2,cv4,sp2.ghatREL1,real
dtp_real_a2_cv4_sp3.ghatREL1,0.151995311373474,0.389865760709342,dtp,real,a2,cv4,sp3.ghatREL1,real
dtp_real_a2_cv4_sp4.ghatREL1,0.0362004610732744,0.190264187574211,dtp,real,a2,cv4,sp4.ghatREL1,real
dtp_real_a2_cv4_sp5.ghatREL1,7.30485526321948e-07,-0.000854684460091529,dtp,real,a2,cv4,sp5.ghatREL1,real
dtp_real_a2_cv4_sp6.ghatREL1,0.0121933775033533,0.110423627468732,dtp,real,a2,cv4,sp6.ghatREL1,real
dtp_real_a2_cv4_sp7.ghatREL1,0.104433367251591,0.323161518828574,dtp,real,a2,cv4,sp7.ghatREL1,real
dtp_real_a2_cv4_sp8.ghatREL1,0.187411882177028,0.432910940237167,dtp,real,a2,cv4,sp8.ghatREL1,real
dtp_real_a2_cv4_sp9.ghatREL1,0.099186679818397,0.31493916844114,dtp,real,a2,cv4,sp9.ghatREL1,real
dtp_real_a2_cv5_sp10.ghatREL1,0.0338021569954695,0.183853629269236,dtp,real,a2,cv5,sp10.ghatREL1,real
dtp_real_a2_cv5_sp1.ghatREL1,4.96762082817164e-07,-0.000704813509247066,dtp,real,a2,cv5,sp1.ghatREL1,real
dtp_real_a2_cv5_sp2.ghatREL1,0.481482349409211,0.693889291896921,dtp,real,a2,cv5,sp2.ghatREL1,real
dtp_real_a2_cv5_sp3.ghatREL1,0.0459814693964011,0.214432901851374,dtp,real,a2,cv5,sp3.ghatREL1,real
dtp_real_a2_cv5_sp4.ghatREL1,0.411426586980008,0.641425433686573,dtp,real,a2,cv5,sp4.ghatREL1,real
dtp_real_a2_cv5_sp5.ghatREL1,0.0362641947367945,-0.190431601203147,dtp,real,a2,cv5,sp5.ghatREL1,real
dtp_real_a2_cv5_sp6.ghatREL1,0.078264787774226,0.279758445402862,dtp,real,a2,cv5,sp6.ghatREL1,real
dtp_real_a2_cv5_sp7.ghatREL1,0.149610280720353,0.386794881972801,dtp,real,a2,cv5,sp7.ghatREL1,real
dtp_real_a2_cv5_sp8.ghatREL1,0.117276273558894,0.342456235976065,dtp,real,a2,cv5,sp8.ghatREL1,real
dtp_real_a2_cv5_sp9.ghatREL1,0.00202677929684413,0.0450197656240471,dtp,real,a2,cv5,sp9.ghatREL1,real
dtp_real_d2_cv1_sp10.ghatREL1,0.0341948226285244,0.184918421549948,dtp,real,d2,cv1,sp10.ghatREL1,real
dtp_real_d2_cv1_sp1.ghatREL1,0.221810149448859,0.470967248807025,dtp,real,d2,cv1,sp1.ghatREL1,real
dtp_real_d2_cv1_sp2.ghatREL1,0.0194953484556083,-0.139625744243704,dtp,real,d2,cv1,sp2.ghatREL1,real
dtp_real_d2_cv1_sp3.ghatREL1,0.218408988808898,0.467342474860672,dtp,real,d2,cv1,sp3.ghatREL1,real
dtp_real_d2_cv1_sp4.ghatREL1,0.0131240465781616,-0.114560231224285,dtp,real,d2,cv1,sp4.ghatREL1,real
dtp_real_d2_cv1_sp5.ghatREL1,0.00781671480610897,0.0884121869772995,dtp,real,d2,cv1,sp5.ghatREL1,real
dtp_real_d2_cv1_sp6.ghatREL1,0.339075754869068,0.582302116490288,dtp,real,d2,cv1,sp6.ghatREL1,real
dtp_real_d2_cv1_sp7.ghatREL1,0.0680166526874288,0.260800024324057,dtp,real,d2,cv1,sp7.ghatREL1,real
dtp_real_d2_cv1_sp8.ghatREL1,0.0284772436612844,-0.168752018243588,dtp,real,d2,cv1,sp8.ghatREL1,real
dtp_real_d2_cv1_sp9.ghatREL1,0.0230823621832868,0.151928806298499,dtp,real,d2,cv1,sp9.ghatREL1,real
dtp_real_d2_cv2_sp10.ghatREL1,0.276080483543065,-0.525433614782177,dtp,real,d2,cv2,sp10.ghatREL1,real
dtp_real_d2_cv2_sp1.ghatREL1,0.00285480338012355,-0.0534303600972664,dtp,real,d2,cv2,sp1.ghatREL1,real
dtp_real_d2_cv2_sp2.ghatREL1,0.0863181122202755,0.293799442171485,dtp,real,d2,cv2,sp2.ghatREL1,real
dtp_real_d2_cv2_sp3.ghatREL1,0.0406625510905842,0.201649574982404,dtp,real,d2,cv2,sp3.ghatREL1,real
dtp_real_d2_cv2_sp4.ghatREL1,0.0337106731347082,0.183604665340258,dtp,real,d2,cv2,sp4.ghatREL1,real
dtp_real_d2_cv2_sp5.ghatREL1,0.383458938289172,0.61924061421161,dtp,real,d2,cv2,sp5.ghatREL1,real
dtp_real_d2_cv2_sp6.ghatREL1,0.0286608498291513,0.169295155953002,dtp,real,d2,cv2,sp6.ghatREL1,real
dtp_real_d2_cv2_sp7.ghatREL1,0.0144110171256741,0.120045895913497,dtp,real,d2,cv2,sp7.ghatREL1,real
dtp_real_d2_cv2_sp8.ghatREL1,0.240529253088201,0.490437817758991,dtp,real,d2,cv2,sp8.ghatREL1,real
dtp_real_d2_cv2_sp9.ghatREL1,0.134795661763507,0.36714528699618,dtp,real,d2,cv2,sp9.ghatREL1,real
dtp_real_d2_cv3_sp10.ghatREL1,0.133412082139742,0.365256186997212,dtp,real,d2,cv3,sp10.ghatREL1,real
dtp_real_d2_cv3_sp1.ghatREL1,0.154651601477509,0.393257678218124,dtp,real,d2,cv3,sp1.ghatREL1,real
dtp_real_d2_cv3_sp2.ghatREL1,0.128077446683043,0.357879095062904,dtp,real,d2,cv3,sp2.ghatREL1,real
dtp_real_d2_cv3_sp3.ghatREL1,0.0225603455677042,0.150201017199299,dtp,real,d2,cv3,sp3.ghatREL1,real
dtp_real_d2_cv3_sp4.ghatREL1,0.243363536241888,0.493318899133094,dtp,real,d2,cv3,sp4.ghatREL1,real
dtp_real_d2_cv3_sp5.ghatREL1,0.0201617377181754,-0.141992033995486,dtp,real,d2,cv3,sp5.ghatREL1,real
dtp_real_d2_cv3_sp6.ghatREL1,0.024902119980119,-0.157804055651681,dtp,real,d2,cv3,sp6.ghatREL1,real
dtp_real_d2_cv3_sp7.ghatREL1,0.0111544413928782,-0.105614588920651,dtp,real,d2,cv3,sp7.ghatREL1,real
dtp_real_d2_cv3_sp8.ghatREL1,0.0191399168146152,0.138347088204325,dtp,real,d2,cv3,sp8.ghatREL1,real
dtp_real_d2_cv3_sp9.ghatREL1,0.108013222946968,0.328653651960491,dtp,real,d2,cv3,sp9.ghatREL1,real
dtp_real_d2_cv4_sp10.ghatREL1,0.0709079978308971,0.266285556932585,dtp,real,d2,cv4,sp10.ghatREL1,real
dtp_real_d2_cv4_sp1.ghatREL1,0.129390030911495,0.35970825805296,dtp,real,d2,cv4,sp1.ghatREL1,real
dtp_real_d2_cv4_sp2.ghatREL1,0.00345379308007159,0.0587689805941161,dtp,real,d2,cv4,sp2.ghatREL1,real
